Item1,Item1Name,Item2,Item2Name,PairCt,ItemCt,Prob,Incumbents,SalaryDiff,Salary1,Salary2,Salary1Min,Salary2Min,Hyperlink
6679,BUILDING CRAFTS SUPERINTENDENT I,8356,"ASST DIR, CAP PROJECTS/FACILITIES SERV (UC)",1,23,0.04348,1,4141.4,10274,14415.4,7834,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8356' target = '_blank' >View Description</a>
6685,"MANAGER I, FACILITIES OPERATIONS AND CRAFTS",6686,"MANAGER II, FACILITIES OPERATIONS AND CRAFTS",14,26,0.53846,19,1577.46,10074,11651.46,7681.28,8883.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6686' target = '_blank' >View Description</a>
6685,"MANAGER I, FACILITIES OPERATIONS AND CRAFTS",6685,"MANAGER I, FACILITIES OPERATIONS AND CRAFTS",8,26,0.30769,21,0,10074,10074,7681.28,7681.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6685' target = '_blank' >View Description</a>
6685,"MANAGER I, FACILITIES OPERATIONS AND CRAFTS",6687,"MGR III, FACILITIES OPNS & CRAFTS",2,26,0.07692,1,1897.56,10074,11971.56,7681.28,9128.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6687' target = '_blank' >View Description</a>
6685,"MANAGER I, FACILITIES OPERATIONS AND CRAFTS",996,"ASSISTANT DIRECTOR, BUREAU OPERATIONS, SHERIFF",1,26,0.03846,19,4341.38,10074,14415.38,7681.28,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0996' target = '_blank' >View Description</a>
6685,"MANAGER I, FACILITIES OPERATIONS AND CRAFTS",4132,PRINCIPAL FACILITIES PROJECT MGR,1,26,0.03846,11,535.74,10074,10609.74,7681.28,8539.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4132' target = '_blank' >View Description</a>
6686,"MANAGER II, FACILITIES OPERATIONS AND CRAFTS",1082,"ADMINISTRATIVE MANAGER XIII,ISD",3,7,0.42857,43,3845.64,11651.46,15497.1,8883.74,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1082' target = '_blank' >View Description</a>
6686,"MANAGER II, FACILITIES OPERATIONS AND CRAFTS",996,"ASSISTANT DIRECTOR, BUREAU OPERATIONS, SHERIFF",2,7,0.28571,19,2763.92,11651.46,14415.38,8883.74,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0996' target = '_blank' >View Description</a>
6686,"MANAGER II, FACILITIES OPERATIONS AND CRAFTS",6687,"MGR III, FACILITIES OPNS & CRAFTS",1,7,0.14286,1,320.1,11651.46,11971.56,8883.74,9128.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6687' target = '_blank' >View Description</a>
6686,"MANAGER II, FACILITIES OPERATIONS AND CRAFTS",6688,"MANAGER IV, FACILITIES OPERATIONS AND CRAFTS",1,7,0.14286,2,3845.64,11651.46,15497.1,8883.74,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6688' target = '_blank' >View Description</a>
6687,"MGR III, FACILITIES OPNS & CRAFTS",6687,"MGR III, FACILITIES OPNS & CRAFTS",1,1,1,1,0,11971.56,11971.56,9128.18,9128.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6687' target = '_blank' >View Description</a>
6704,LOCKSMITH,6704,LOCKSMITH,3,6,0.5,21,0,5964.86,5964.86,5964.86,5964.86,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6704' target = '_blank' >View Description</a>
6704,LOCKSMITH,6707,LOCKSMITH SUPERVISOR,2,6,0.33333,4,894.7,5964.86,6859.56,5964.86,6859.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6707' target = '_blank' >View Description</a>
6704,LOCKSMITH,6633,"HEAD, MAINTENANCE AND REPAIR SERVICES",1,6,0.16667,1,2793.58,5964.86,8758.44,5964.86,8758.44,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6633' target = '_blank' >View Description</a>
6763,INSTITUTIONAL HELPER,6763,INSTITUTIONAL HELPER,5,8,0.625,10,0,2668.64,2668.64,2268.82,2268.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6763' target = '_blank' >View Description</a>
6763,INSTITUTIONAL HELPER,6774,CUSTODIAN,1,8,0.125,635,389.28,2668.64,3057.92,2268.82,2338.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6774' target = '_blank' >View Description</a>
6763,INSTITUTIONAL HELPER,6777,INMATE CREW LEADER,1,8,0.125,24,718.36,2668.64,3387,2268.82,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6777' target = '_blank' >View Description</a>
6763,INSTITUTIONAL HELPER,8618,"GROUP SUPERVISOR, NIGHTS, PROBATION",1,8,0.125,382,1488.64,2668.64,4157.28,2268.82,3354.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8618' target = '_blank' >View Description</a>
6766,INSTITUTIONAL LABORER,5922,PUBLIC WORKS LABORER,3,6,0.5,100,190.54,3469.74,3660.28,2655.64,2801.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=5922' target = '_blank' >View Description</a>
6766,INSTITUTIONAL LABORER,1138,INTERMEDIATE CLERK,1,6,0.16667,2919,8.26,3469.74,3478,2655.64,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1138' target = '_blank' >View Description</a>
6766,INSTITUTIONAL LABORER,2331,WAREHOUSE WORKER I,1,6,0.16667,95,469.08,3469.74,3938.82,2655.64,3013.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2331' target = '_blank' >View Description</a>
6766,INSTITUTIONAL LABORER,6766,INSTITUTIONAL LABORER,1,6,0.16667,20,0,3469.74,3469.74,2655.64,2655.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6766' target = '_blank' >View Description</a>
6769,FLOOR CARE SPECIALIST,352,GROUNDS MAINTENANCE WORKER I,1,1,1,164,108.28,3387,3495.28,2592,2675.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0352' target = '_blank' >View Description</a>
6774,CUSTODIAN,6774,CUSTODIAN,91,162,0.56173,635,0,3057.92,3057.92,2338.64,2338.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6774' target = '_blank' >View Description</a>
6774,CUSTODIAN,352,GROUNDS MAINTENANCE WORKER I,14,162,0.08642,164,437.36,3057.92,3495.28,2338.64,2675.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0352' target = '_blank' >View Description</a>
6774,CUSTODIAN,6778,CUSTODIAN SUPERVISOR,11,162,0.0679,41,684.54,3057.92,3742.46,2338.64,2864,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6778' target = '_blank' >View Description</a>
6774,CUSTODIAN,6776,CUSTODIAN WORKING SUPERVISOR,10,162,0.06173,13,271.82,3057.92,3329.74,2338.64,2548.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6776' target = '_blank' >View Description</a>
6774,CUSTODIAN,1138,INTERMEDIATE CLERK,9,162,0.05556,2919,420.08,3057.92,3478,2338.64,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1138' target = '_blank' >View Description</a>
6774,CUSTODIAN,6769,FLOOR CARE SPECIALIST,7,162,0.04321,16,329.08,3057.92,3387,2338.64,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6769' target = '_blank' >View Description</a>
6774,CUSTODIAN,6777,INMATE CREW LEADER,4,162,0.02469,24,329.08,3057.92,3387,2338.64,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6777' target = '_blank' >View Description</a>
6774,CUSTODIAN,354,GROUNDS MAINTENANCE WORKER II,3,162,0.01852,98,852.26,3057.92,3910.18,2338.64,2991.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0354' target = '_blank' >View Description</a>
6774,CUSTODIAN,2214,INTERMEDIATE TYPIST-CLERK,2,162,0.01235,3659,506.44,3057.92,3564.36,2338.64,2655.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2214' target = '_blank' >View Description</a>
6774,CUSTODIAN,2329,WAREHOUSE WORKER AID,2,162,0.01235,126,675.36,3057.92,3733.28,2338.64,2857,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2329' target = '_blank' >View Description</a>
6774,CUSTODIAN,735,INVENTORY CONTROL ASSISTANT I,1,162,0.00617,18,880.9,3057.92,3938.82,2338.64,2934,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0735' target = '_blank' >View Description</a>
6774,CUSTODIAN,1167,INVOICE CLERK,1,162,0.00617,14,558.72,3057.92,3616.64,2338.64,2695.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1167' target = '_blank' >View Description</a>
6774,CUSTODIAN,2331,WAREHOUSE WORKER I,1,162,0.00617,95,880.9,3057.92,3938.82,2338.64,3013.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2331' target = '_blank' >View Description</a>
6774,CUSTODIAN,2828,"SECURITY OFFICER, SHERIFF",1,162,0.00617,581,958.72,3057.92,4016.64,2338.64,3072.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2828' target = '_blank' >View Description</a>
6774,CUSTODIAN,6026,COUNTY MESSENGER DRIVER,1,162,0.00617,37,329.08,3057.92,3387,2338.64,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6026' target = '_blank' >View Description</a>
6774,CUSTODIAN,6355,"HELPER,PIPE TRADES",1,162,0.00617,16,611.08,3057.92,3669,2338.64,2962,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6355' target = '_blank' >View Description</a>
6774,CUSTODIAN,6396,COOK,1,162,0.00617,7,337.36,3057.92,3395.28,2338.64,2598.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6396' target = '_blank' >View Description</a>
6774,CUSTODIAN,6619,GENERAL MAINTENANCE WORKER,1,162,0.00617,145,1244.64,3057.92,4302.56,2338.64,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6619' target = '_blank' >View Description</a>
6774,CUSTODIAN,7196,STATIONARY ENGINEER APP,1,162,0.00617,NA,3345.12,3057.92,6403.04,2338.64,4326.38,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7196' target = '_blank' >View Description</a>
6776,CUSTODIAN WORKING SUPERVISOR,6778,CUSTODIAN SUPERVISOR,10,15,0.66667,41,412.72,3329.74,3742.46,2548.1,2864,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6778' target = '_blank' >View Description</a>
6776,CUSTODIAN WORKING SUPERVISOR,6776,CUSTODIAN WORKING SUPERVISOR,3,15,0.2,13,0,3329.74,3329.74,2548.1,2548.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6776' target = '_blank' >View Description</a>
6776,CUSTODIAN WORKING SUPERVISOR,6619,GENERAL MAINTENANCE WORKER,1,15,0.06667,145,972.82,3329.74,4302.56,2548.1,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6619' target = '_blank' >View Description</a>
6776,CUSTODIAN WORKING SUPERVISOR,6780,SENIOR CUSTODIAN SUPERVISOR,1,15,0.06667,9,797,3329.74,4126.74,2548.1,3155.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6780' target = '_blank' >View Description</a>
6777,INMATE CREW LEADER,6779,INMATE CREW SUPVR,4,10,0.4,1,318.74,3387,3705.74,2592,2836,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6779' target = '_blank' >View Description</a>
6777,INMATE CREW LEADER,2742,PARKING CONTROL OFFICER,2,10,0.2,49,639.56,3387,4026.56,2592,3080.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2742' target = '_blank' >View Description</a>
6777,INMATE CREW LEADER,1138,INTERMEDIATE CLERK,1,10,0.1,2919,91,3387,3478,2592,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1138' target = '_blank' >View Description</a>
6777,INMATE CREW LEADER,2298,"EVIDENCE & PROPERTY CUSTODIAN I, SHERIFF",1,10,0.1,45,561.36,3387,3948.36,2592,2941,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2298' target = '_blank' >View Description</a>
6777,INMATE CREW LEADER,2828,"SECURITY OFFICER, SHERIFF",1,10,0.1,581,629.64,3387,4016.64,2592,3072.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2828' target = '_blank' >View Description</a>
6777,INMATE CREW LEADER,6766,INSTITUTIONAL LABORER,1,10,0.1,20,82.74,3387,3469.74,2592,2655.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6766' target = '_blank' >View Description</a>
6778,CUSTODIAN SUPERVISOR,6778,CUSTODIAN SUPERVISOR,5,17,0.29412,41,0,3742.46,3742.46,2864,2864,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6778' target = '_blank' >View Description</a>
6778,CUSTODIAN SUPERVISOR,6780,SENIOR CUSTODIAN SUPERVISOR,5,17,0.29412,9,384.28,3742.46,4126.74,2864,3155.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6780' target = '_blank' >View Description</a>
6778,CUSTODIAN SUPERVISOR,4227,CONTRACT MONITOR,3,17,0.17647,27,722.82,3742.46,4465.28,2864,3411.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4227' target = '_blank' >View Description</a>
6778,CUSTODIAN SUPERVISOR,6805,"MGR,AREA CUSTODIAL OPERATIONS",2,17,0.11765,1,1887.1,3742.46,5629.56,2864,4292.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6805' target = '_blank' >View Description</a>
6778,CUSTODIAN SUPERVISOR,6619,GENERAL MAINTENANCE WORKER,1,17,0.05882,145,560.1,3742.46,4302.56,2864,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6619' target = '_blank' >View Description</a>
6778,CUSTODIAN SUPERVISOR,8025,GENERAL SERVICES MANAGER I,1,17,0.05882,9,1538.54,3742.46,5281,2864,4026.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8025' target = '_blank' >View Description</a>
6779,INMATE CREW SUPVR,6796,INSTITUTIONAL SERVICES SUPERVISOR,2,2,1,4,421,3705.74,4126.74,2836,3155.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6796' target = '_blank' >View Description</a>
6780,SENIOR CUSTODIAN SUPERVISOR,4227,CONTRACT MONITOR,2,5,0.4,27,338.54,4126.74,4465.28,3155.92,3411.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4227' target = '_blank' >View Description</a>
6780,SENIOR CUSTODIAN SUPERVISOR,6805,"MGR,AREA CUSTODIAL OPERATIONS",1,5,0.2,1,1502.82,4126.74,5629.56,3155.92,4292.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6805' target = '_blank' >View Description</a>
6780,SENIOR CUSTODIAN SUPERVISOR,6819,BUILDING COMPLEX MANAGER II,1,5,0.2,15,2226.44,4126.74,6353.18,3155.92,4844,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6819' target = '_blank' >View Description</a>
6780,SENIOR CUSTODIAN SUPERVISOR,8024,CAMP SERVICES MANAGER,1,5,0.2,4,484.08,4126.74,4610.82,3155.92,3521.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8024' target = '_blank' >View Description</a>
6805,"MGR,AREA CUSTODIAL OPERATIONS",6810,"SECTION MANAGER, CUSTODIAL SERVICES, ISD",1,2,0.5,5,1790.44,5629.56,7420,4292.1,5657,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6810' target = '_blank' >View Description</a>
6805,"MGR,AREA CUSTODIAL OPERATIONS",6819,BUILDING COMPLEX MANAGER II,1,2,0.5,15,723.62,5629.56,6353.18,4292.1,4844,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6819' target = '_blank' >View Description</a>
6819,BUILDING COMPLEX MANAGER II,6679,BUILDING CRAFTS SUPERINTENDENT I,1,4,0.25,10,3920.82,6353.18,10274,4844,7834,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6679' target = '_blank' >View Description</a>
6819,BUILDING COMPLEX MANAGER II,6685,"MANAGER I, FACILITIES OPERATIONS AND CRAFTS",1,4,0.25,21,3720.82,6353.18,10074,4844,7681.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6685' target = '_blank' >View Description</a>
6819,BUILDING COMPLEX MANAGER II,6810,"SECTION MANAGER, CUSTODIAL SERVICES, ISD",1,4,0.25,5,1066.82,6353.18,7420,4844,5657,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6810' target = '_blank' >View Description</a>
6819,BUILDING COMPLEX MANAGER II,8861,"CONTRACT MONITOR, RECREATIONAL SERVICES",1,4,0.25,4,174.38,6353.18,6527.56,4844,4977.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8861' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,6836,SENIOR LAUNDRY WORKER,22,39,0.5641,21,411.82,2623.82,3035.64,2110.36,2321.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6836' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,9192,PATIENT RESOURCES WORKER,4,39,0.10256,683,1036.46,2623.82,3660.28,2110.36,3117.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9192' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,6834,INTERMEDIATE LAUNDRY WORKER,3,39,0.07692,17,170.92,2623.82,2794.74,2110.36,2251.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6834' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,6868,LINEN ROOM SUPERVISOR I,2,39,0.05128,3,714.1,2623.82,3337.92,2110.36,2554.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6868' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,578,ACCOUNT CLERK II,1,39,0.02564,107,1192.54,2623.82,3816.36,2110.36,2843,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0578' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,2298,"EVIDENCE & PROPERTY CUSTODIAN I, SHERIFF",1,39,0.02564,45,1324.54,2623.82,3948.36,2110.36,2941,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2298' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,2827,"SECURITY ASSISTANT, SHERIFF",1,39,0.02564,163,-88.26,2623.82,2535.56,2110.36,2403,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2827' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,5082,CENTRAL SERVICES TECHNICIAN I,1,39,0.02564,51,602,2623.82,3225.82,2110.36,2469,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=5082' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,6065,TRAM OPERATOR,1,39,0.02564,4,641.54,2623.82,3265.36,2110.36,2499,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6065' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,6601,CONSTRUCTION & REPAIR LABORER,1,39,0.02564,20,975.36,2623.82,3599.18,2110.36,2754.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6601' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,6766,INSTITUTIONAL LABORER,1,39,0.02564,20,845.92,2623.82,3469.74,2110.36,2655.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6766' target = '_blank' >View Description</a>
6832,LAUNDRY WORKER,8595,CREW INSTRUCTOR,1,39,0.02564,71,2244.18,2623.82,4868,2110.36,3714.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8595' target = '_blank' >View Description</a>
6834,INTERMEDIATE LAUNDRY WORKER,6834,INTERMEDIATE LAUNDRY WORKER,3,9,0.33333,17,0,2794.74,2794.74,2251.92,2251.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6834' target = '_blank' >View Description</a>
6834,INTERMEDIATE LAUNDRY WORKER,6836,SENIOR LAUNDRY WORKER,3,9,0.33333,21,240.9,2794.74,3035.64,2251.92,2321.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6836' target = '_blank' >View Description</a>
6834,INTERMEDIATE LAUNDRY WORKER,2329,WAREHOUSE WORKER AID,1,9,0.11111,126,938.54,2794.74,3733.28,2251.92,2857,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2329' target = '_blank' >View Description</a>
